date,product_id,product_name,category,business_type,unit_of_measure,opening_stock,units_sold,shrinkage_units,units_restocked,closing_stock,unit_cost_kes,selling_price_kes,supplier_name,supplier_county,supplier_lead_days,reorder_level,is_holiday,is_weekend
2026-04-26,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,22.0,0.0,1,0,21,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,1
2024-08-26,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,56.0,31.0,1,0,24,35,60.0,Dawa Ltd,nairobi,2,50,0,0
2024-01-13,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,piece,37.0,3.0,0,0,34,120,200.0,Medipharm Ltd,NAIROBI ,4,25,0,1
2024-09-05,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,19.0,12.0,2,0,5,250,400.0,Interchemie Kenya,Nairob,4,10,0,0
2025-11-20,PRD002,Pembe Unga 1kg,Flour & Grains,Mini Supermarket,BAG,64.0,4.0,3,0,57,78,95.0,Unga Ltd Nairobi,NAIROBI,3,25,0,0
2025-07-11,PRD020,Earphones Generic,Accessories,Electronics,PCS,105.0,11.0,2,0,92,150,300.0,,NAIROBI,2,12,0,0
01/31/2026,PRD007,Omo Washing Powder 1kg,Detergents,Mini Supermarket,pack,-54.0,19.0,2,0,33,295,398.25,Bidco Africa Mombasa Rd,Nairob,3,12,0,1
2025-04-17,PRD020,Earphones Generic,Accessories,Electronics,PCS,48.0,29.0,3,0,16,150,300.0,,NAIROBI,2,12,0,0
2025-04-24,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,,33.0,1,1,64,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
08/09/2024,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,72.0,6.0,3,0,63,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,0
2024-09-23,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Bottle,84.0,24.0,2,0,58,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,0
2025-01-28,PRD010,  Amoxicillin 250mg x6  ,Antibiotics,pharmacy,Strips,99.0,21.0,3,0,75,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,0
2025-01-13,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,112.0,35.0,1,0,76,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2026-04-28,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,Bag,40.0,1.0,1,0,38,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,0
2024-07-13,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,25.0,0.0,2,0,23,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,1
2025-12-10,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,117.0,,3,50,162,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,0
2024-03-09,PRD004,  KCC Butter 250g  ,Dairy,Mini Supermarket,piece,51.0,9.0,1,0,41,210,260.0,Brookside Dairy Ltd,KIAMBU,2,15,0,1
2025-03-14,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,72.0,12.0,0,0,60,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,0
2025-05-19,PRD003,Brookside Milk 500ml,Dairy,MINI SUPERMARKET,piece,53.0,17.0,1,0,35,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
30-Sep-2025,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,88.0,23.0,1,0,64,210,260.0,Brookside Dairy Ltd,Kiambu,2,15,0,0
2025-12-23,PRD020,Earphones Generic,Accessories,Electronics,PCS,114.0,31.0,3,0,80,150,300.0,,NAIROBI,2,12,0,0
2025-07-18,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,PCS,24.0,3.0,2,0,19,120,200.0,Medipharm Ltd,Nairobi ,4,25,0,0
2025-08-14,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,32.0,4.0,1,0,27,35,60.0,Dawa Ltd,nairobi,2,50,0,0
2024-05-18,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,39.0,5.0,2,0,32,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,1
2025-09-28,PRD020,Earphones Generic,Accessories,Electronics,PCS,103.0,30.0,3,0,70,150,300.0,,NAIROBI,2,12,1,1
2025-12-13,PRD007,Omo Washing Powder 1kg,Detergents,mini supermarket,pack,51.0,34.0,1,33,49,295,398.25,Bidco Africa Mombasa Rd,Nairob,3,12,0,1
2025-12-01,PRD016,Maize Seed 2kg,Seeds,Agrovet,PACK,36.0,0.0,1,0,35,380,520.0,Kenya Seed Company,Nakurru,5,15,0,0
2024-08-16,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Sup.,bag,83.0,24.0,1,62,120,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
2025-09-25,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,21.0,20.0,0,0,1,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
2025-02-20,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Sup.,Pack,10.0,,1,33,34,42,55.0,Unilever Kenya,Nairobi,3,35,0,0
11-Apr-2025,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,37.0,26.0,2,0,9,42,55.0,,nairobi,3,35,0,0
"Jun 22, 2024",PRD002,Pembe Unga 1kg,FLOUR & GRAINS,Mini Supermarket,BAG,104.0,18.0,2,0,84,78,95.0,Unga Ltd Nairobi,NAIROBI,3,25,0,1
2025-12-29,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,43.0,36.0,3,0,4,3800,134345.981774521,MEA Fertilisers,Nairob,7,5,0,0
2025-04-16,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,PCS,,25.0,3,0,31,120,200.0,Medipharm Ltd,Nairobi ,4,25,0,0
2025-11-16,PRD010,  Amoxicillin 250mg x6  ,Antibiotics,Pharmacy,Strips,105.0,4.0,0,0,101,55,90.0,Cosmos Pharmaceuticals,nairobi,3,40,0,1
2024-08-01,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,PCS,77.0,21.0,1,9,64,120,200.0,Medipharm Ltd,Nairobi ,4,25,0,0
2025-12-16,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,118.0,-19.0,1,0,98,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,0
2025-04-19,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,30.0,9.0,1,0,20,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,1
2025-05-11,PRD012,  Dettol Antiseptic 100ml  ,Antiseptics,Pharmacy,Bottle,14.0,9.0,0,0,22,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,1
2024-10-16,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,77.0,,2,15,86,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2025-10-30,PRD020,Earphones Generic,Accessories,Electronics,PCS,38.0,20.0,2,0,16,150,300.0,,NAIROBI,2,12,0,0
2026-01-23,PRD007,Omo Washing Powder 1kg,Detergents,Mini Supermarket,pack,78.0,39.0,3,0,36,295,398.25,Bidco Africa Mombasa Rd,Nairob,3,12,0,0
2024-06-26,PRD016,Maize Seed 2kg,Seeds,Agrovet,PACK,61.0,-19.0,2,0,45,380,520.0,Kenya Seed Company,Nakurru,5,15,0,0
2025-06-07,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,46.0,40.0,1,0,5,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,1
2024-01-01,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Bottle,9.0,0.0,0,64,73,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,0
2025-06-01,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,106.0,14.0,1,10,101,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,1
2025-07-12,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,119.0,3.0,3,6,119,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,1
2024-08-28,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,116.0,33.0,2,75,156,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,0
2024-08-29,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,58.0,11.0,3,0,44,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,0
2025-12-30,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Bottle,64.0,,0,72,108,480,650.0,Interchemie Kenya,nairobi,4,8,0,0
2024-08-07,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,97.0,40.0,1,44,100,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2024-04-07,PRD010,  Amoxicillin 250mg x6  ,Antibiotics,Pharmacy,Strips,49.0,39.0,3,17,24,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,1
2025-05-22,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,73.0,1.0,1,0,71,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,0
2024-12-01,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,112.0,10.0,0,60,162,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,1
2024-08-12,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,24.0,20.0,0,0,4,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2025-02-24,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,103.0,12.0,1,0,90,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,0
2025-09-24,PRD007,Omo Washing Powder 1kg,Detergents,Mini Supermarket,pack,99.0,17.0,2,0,80,295,398.25,Bidco Africa Mombasa Rd,Nairob,3,12,0,0
2025-05-14,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,PCS,48.0,29.0,3,0,16,120,200.0,,Nairobi ,4,25,0,0
2024-04-26,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,86.0,36.0,0,0,54,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,0
2026-02-18,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,56.0,28.0,1,19,46,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
2024-01-06,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovett,BAG,75.0,10.0,2,0,63,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,1
2024-11-26,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,111.0,35.0,3,57,130,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2024-11-09,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,53.0,21.0,3,0,29,250,400.0,Interchemie Kenya,Nairob,4,10,0,1
2024-04-20,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,27.0,0.0,3,0,24,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,1
2025-10-23,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,bag,47.0,24.0,2,58,79,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,0
2024-11-25,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,29.0,22.0,1,0,6,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2024-05-29,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,101.0,37.0,1,0,63,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
2024-03-24,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,53.0,38.0,0,0,15,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,1
2025-05-10,PRD001,  Unga Jogoo 2kg  ,Flour & Grains,Mini Supermarket,bag,96.0,38.0,3,0,55,145,5224.565957898039,Unga Ltd Nairobi,Nairobi ,3,30,0,1
2024-03-23,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,40.0,,1,0,36,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,1
2025-07-03,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,PCS,-16.0,15.0,2,0,0,120,200.0,Medipharm Ltd,Nairobi ,4,25,0,0
2024-04-05,PRD019,  Infinix Charger 33W  ,Accessories,Electronics,PCS,83.0,25.0,0,0,58,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,0
"Aug 10, 2025",PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,100.0,25.0,0,13,88,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,1
2026-04-23,PRD005,Elianto Cooking Oil 1L,Oils & Fats,MINI SUPERMARKET,btl,34.0,32.0,2,0,0,230,280.0,Kapa Oil Refineries,NAIROBI,4,20,0,0
2024-10-28,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,36.0,11.0,1,33,57,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,0
2025-06-20,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,PCS,78.0,8.0,1,0,69,120,200.0,Medipharm Ltd,Nairobi ,4,25,0,0
2024-09-18,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,105.0,15.0,2,0,88,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,0
11-May-2024,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,92.0,8.0,2,0,82,55,90.0,,nairobi,3,40,0,1
2025-10-15,PRD001,  Unga Jogoo 2kg  ,Flour & Grains,Mini Supermarket,bag,60.0,9.0,0,0,51,145,175.0,Unga Ltd Nairobi,,3,30,0,0
2026-02-18,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,BAG,18.0,17.0,0,39,40,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2025-09-21,PRD020,Earphones Generic,Accessories,Electronics,Pcs,42.0,29.0,0,0,13,150,300.0,,NAIROBI,2,12,0,1
2024-03-17,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Bottle,,15.0,3,0,36,480,650.0,Interchemie Kenya,nairobi,4,8,0,1
2024-08-20,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,12.0,4.0,1,59,66,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2024-11-30,PRD016,Maize Seed 2kg,Seeds,Agrovet,PACK,99.0,0.0,2,0,97,380,520.0,Kenya Seed Company,Nakurru,5,15,0,1
2024-02-24,PRD018,Drenching Gun Dewormer,Veterinary,Agrovett,Bottle,109.0,28.0,2,0,79,480,650.0,,nairobi,4,8,0,1
2024-12-17,PRD016,Maize Seed 2kg,Seeds,Agrovet,pack,21.0,20.0,0,24,25,380,520.0,,Nakurru,5,15,0,0
2024-06-26,PRD015,  CAN Fertiliser 50kg  ,Fertilisers,Agrovet,Bag,106.0,,2,71,175,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,0
2025-03-11,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,52.0,36.0,1,66,81,35,,Dawa Ltd,nairobi,2,50,0,0
2025-02-07,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,64.0,29.0,2,20,53,135,160.0,Mumias Sugar Distributor,kisumu,5,30,0,0
2025-02-03,PRD007,Omo Washing Powder 1kg,Detergents,Mini Supermarket,pack,88.0,6.0,2,0,80,295,398.25,Bidco Africa Mombasa Rd,Nairob,3,12,0,0
2025-12-17,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,68.0,33.0,2,0,33,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2024-06-07,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,116.0,22.0,3,0,91,135,,Mumias Sugar Distributor,Kisumu,5,30,0,0
2025-03-09,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Bottle,97.0,,1,63,123,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,1
2024-12-20,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,87.0,15.0,1,0,71,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,0
2024-09-14,PRD008,  Royco Mchuzi Mix 75g  ,Seasonings,Mini Supermarket,Packs,39.0,34.0,3,0,2,42,,Unilever Kenya,nairobi,3,35,0,1
2024-04-09,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,PCS,100.0,17.0,2,0,81,55,,Brookside Dairy Ltd,Kiambu ,2,40,0,0
2025-06-26,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,10.0,4.0,2,0,4,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,0
2024-09-18,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,37.0,19.0,0,0,18,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2025-12-21,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Bottle,103.0,28.0,1,0,74,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,1
2024-12-08,PRD002,Pembe Unga 1kg,Flour & Grains,Mini Supermarket,Bag,53.0,6.0,0,39,86,78,95.0,Unga Ltd Nairobi,nairobi,3,25,0,1
2024-01-12,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,PCS,74.0,19.0,0,0,55,120,200.0,Medipharm Ltd,Nairobi ,4,25,0,0
2025-07-16,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,-102.0,32.0,0,0,70,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
2026-02-15,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,80.0,32.0,0,0,48,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,1
2026-01-31,PRD020,Earphones Generic,Accessories,Electronics,PCS,47.0,15.0,1,0,31,150,300.0,,NAIROBI,2,12,0,1
2024-11-29,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,113.0,14.0,0,0,99,42,1642.0064439108123,Unilever Kenya,nairobi,3,35,0,0
2024-03-30,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,77.0,24.0,2,0,51,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,1
2025-04-29,PRD020,Earphones Generic,Accessories,Electronics,PCS,101.0,9.0,3,0,89,150,300.0,,NAIROBI,2,12,0,0
23-Jul-2025,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,64.0,,2,0,37,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2024-07-13,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,50.0,40.0,2,64,72,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,1
2025-12-11,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,20.0,2.0,2,0,16,380,650.0,   ,,2,10,0,0
2025-09-25,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,47.0,1.0,1,0,45,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,0
2026-02-01,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,15.0,4.0,2,0,9,3200,3900.0,MEA Fertilisers,Nairobi,7,5,0,1
2024-07-22,PRD020,Earphones Generic,Accessories,Electroncis,PCS,16.0,9.0,2,0,5,150,300.0,,NAIROBI,2,12,0,0
2024-02-24,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,70.0,9.0,3,28,86,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,1
2024-10-01,PRD013,Malaria RDT Kit,Diagnostics,Pharmcy,PCS,-93.0,25.0,2,17,83,120,200.0,,NAIROBI ,4,25,0,0
2025-09-22,PRD001,Unga Jogoo 2kg,FLOUR & GRAINS,Mini Supermarket,bag,41.0,5.0,0,0,36,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
2025-05-12,PRD012,Dettol Antiseptic 100ml,ANTISEPTICS,PHARMACY,Bottle,101.0,6.0,2,77,177,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,0
2025-04-22,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,110.0,10.0,3,66,163,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2025-06-08,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,118.0,1.0,2,0,115,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,1,1
18/05/2025,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,119.0,14.0,2,26,129,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,1
07/21/2025,PRD020,Earphones Generic,Accessories,Electronics,pcs,24.0,22.0,1,7,8,150,300.0,,NAIROBI,2,12,0,0
2024-10-28,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,108.0,24.0,1,0,83,35,60.0,Dawa Ltd,nairobi,2,50,0,0
"Dec 28, 2024",PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Bottle,94.0,6.0,0,0,80,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,1
2025-01-09,PRD020,Earphones Generic,Accessories,Electronics,Pcs,94.0,34.0,1,0,59,150,300.0,,NAIROBI,2,12,0,0
2025-02-08,PRD009,Paracetamol 500mg x10,Analgesics,Pharmcy,Strips,111.0,25.0,0,20,106,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,1
2025-10-14,PRD002,Pembe Unga 1kg,Flour & Grains,Mini Supermarket,BAG,31.0,7.0,0,0,24,78,95.0,Unga Ltd Nairobi,Nairobi,3,25,0,0
2024-09-25,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,31.0,18.0,1,0,12,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,0
2025-01-04,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,57.0,-39.0,1,0,18,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,1
2025-07-13,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,57.0,10.0,3,4,48,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,1
2025-12-14,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,54.0,38.0,3,0,13,380,650.0,Luthuli Ave Wholesale,Nairobi,2,10,1,1
2025-10-09,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,66.0,14.0,3,0,49,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,0
2024-12-30,PRD017,Newcastle Vaccine 100dos,veterinary,Agrovet,VIAL,21.0,6.0,3,0,12,250,400.0,Interchemie Kenya,Nairob,4,10,0,0
09-Nov-2025,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,106.0,6.0,1,0,99,35,60.0,Dawa Ltd,nairobi,2,50,0,1
2025-09-23,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,118.0,8.0,2,0,108,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,0
2024-01-02,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,Pcs,53.0,5.0,2,0,46,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
2025-06-14,PRD007,  Omo Washing Powder 1kg  ,Detergents,Mini Supermarket,pack,79.0,23.0,1,0,55,295,398.25,Bidco Africa Mombasa Rd,Nairob,3,12,0,1
2024-03-02,PRD016,Maize Seed 2kg,Seeds,Agrovet,Packs,20.0,8.0,2,0,10,380,520.0,Kenya Seed Company,Nakurru,5,15,0,1
2024-05-09,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,77.0,29.0,1,0,47,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2025-07-13,PRD016,Maize Seed 2kg,Seeds,Agrovet,pack,62.0,37.0,1,0,24,380,520.0,Kenya Seed Company,Nakurru,5,15,0,1
11/01/2025,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Sup.,BOTTLE,102.0,20.0,0,0,82,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,1
"Jul 28, 2025",PRD020,Earphones Generic,Accessories,Electronics,pcs,35.0,4.0,2,0,29,150,300.0,,NAIROBI,2,12,0,0
2026-01-15,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,74.0,26.0,3,0,45,35,60.0,Dawa Ltd,nairobi,2,50,0,0
2025-08-01,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,15.0,7.0,0,0,8,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2026-02-23,PRD019,Infinix Charger 33W,Accessories,Electroncis,PCS,18.0,18.0,0,0,0,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,0
2025-03-26,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,49.0,29.0,1,0,19,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,0
2025-12-24,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,23.0,,0,0,18,35,60.0,Dawa Ltd,nairobi,2,50,0,0
2024-05-06,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,48.0,17.0,2,0,29,18,30.0,Shelys Pharmaceuticals,nairobi ,2,60,0,0
2024-03-09,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,51.0,2.0,3,71,117,145,175.0,Unga Ltd Nairobi,,3,30,0,1
2025-09-28,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Bottle,20.0,20.0,3,58,55,480,650.0,Interchemie Kenya,Nairobi,4,8,0,1
2025-03-01,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,Btl,30.0,20.0,0,0,10,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,1
2024-08-08,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,88.0,17.0,2,0,69,250,400.0,Interchemie Kenya,Nairob,4,10,0,0
2024-02-13,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,19.0,17.0,1,0,1,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2025-12-23,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,102.0,16.0,2,0,84,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,0
2024-09-08,PRD009,  Paracetamol 500mg x10  ,Analgesics,Pharmacy,Strips,12.0,6.0,2,0,4,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,1
10/20/2025,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,,22.0,1,0,39,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,0
2026-01-06,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,35.0,1.0,1,0,31,35,60.0,   ,nairobi,2,50,0,0
2024-12-18,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,55.0,,0,65,89,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
2025-07-03,PRD016,Maize Seed 2kg,Seeds,Agrovet,PACK,77.0,,2,0,63,380,520.0,Kenya Seed Company,,5,15,0,0
2025-01-28,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,,6.0,0,0,97,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
